시도명,항목,월,2019,2020
경상남도,일산화탄소,06,0.38,0.3526315789473684
경상북도,미세먼지 PM10,06,30.916666666666668,30.45833333333333
경상북도,미세먼지 PM2.5,06,16.833333333333332,15.666666666666666
경상북도,아황산가스,06,0.0035,0.0033478260869565
경상북도,오존,06,0.0455,0.048125
경상북도,이산화질소,06,0.01025,0.008
경상북도,일산화탄소,06,0.3583333333333333,0.3304347826086956
광주광역시,미세먼지 PM10,06,40.0,31.0
광주광역시,미세먼지 PM2.5,06,25.0,18.0
광주광역시,아황산가스,06,0.002,0.002
광주광역시,오존,06,0.039,0.04
광주광역시,이산화질소,06,0.014,0.009
광주광역시,일산화탄소,06,0.4,0.3
대구광역시,미세먼지 PM10,06,32.0,35.0
대구광역시,미세먼지 PM2.5,06,20.0,20.0
대구광역시,아황산가스,06,0.002,0.002
대구광역시,오존,06,0.044,0.045
대구광역시,이산화질소,06,0.013,0.012
대구광역시,일산화탄소,06,0.4,0.4
대전광역시,미세먼지 PM10,06,30.0,34.0
대전광역시,미세먼지 PM2.5,06,18.0,19.0
대전광역시,아황산가스,06,0.002,0.002
대전광역시,오존,06,0.038,0.048
대전광역시,이산화질소,06,0.013,0.012
대전광역시,일산화탄소,06,0.3,0.4
부산광역시,미세먼지 PM10,06,32.0,27.0
부산광역시,미세먼지 PM2.5,06,21.0,15.0
부산광역시,아황산가스,06,0.006,0.004
부산광역시,오존,06,0.038,0.04
부산광역시,이산화질소,06,0.016,0.015
부산광역시,일산화탄소,06,0.4,0.4
서울특별시,미세먼지 PM10,06,29.0,36.0
서울특별시,미세먼지 PM2.5,06,20.0,21.0
서울특별시,아황산가스,06,0.004,0.003
서울특별시,오존,06,0.039,0.044
서울특별시,이산화질소,06,0.02,0.019
서울특별시,일산화탄소,06,0.4,0.4
세종특별자치시,미세먼지 PM10,06,34.0,37.0
세종특별자치시,미세먼지 PM2.5,06,20.0,16.0
세종특별자치시,아황산가스,06,0.003,0.003
세종특별자치시,오존,06,0.044,0.05
세종특별자치시,이산화질소,06,0.015,0.012
세종특별자치시,일산화탄소,06,0.5,0.5
울산광역시,미세먼지 PM10,06,34.0,32.0
울산광역시,미세먼지 PM2.5,06,22.0,19.0
울산광역시,아황산가스,06,0.007,0.006
울산광역시,오존,06,0.038,0.039
울산광역시,이산화질소,06,0.019,0.018
울산광역시,일산화탄소,06,0.5,0.4
인천광역시,미세먼지 PM10,06,29.0,32.0
인천광역시,미세먼지 PM2.5,06,17.0,17.0
인천광역시,아황산가스,06,0.004,0.003
인천광역시,오존,06,0.041,0.044
인천광역시,이산화질소,06,0.017,0.016
인천광역시,일산화탄소,06,0.4,0.4
전라남도,미세먼지 PM10,06,31.7,26.956521739130437
전라남도,미세먼지 PM2.5,06,20.68421052631579,15.045454545454543
전라남도,아황산가스,06,0.0036499999999999,0.0029565217391304
전라남도,오존,06,0.0419,0.0400869565217391
전라남도,이산화질소,06,0.0072,0.0063043478260869
전라남도,일산화탄소,06,0.445,0.3826086956521739
전라북도,미세먼지 PM10,06,36.6,36.07142857142857
전라북도,미세먼지 PM2.5,06,23.133333333333333,23.266666666666666
전라북도,아황산가스,06,0.0028666666666666,0.0026
전라북도,오존,06,0.0456666666666666,0.0472
전라북도,이산화질소,06,0.008,0.008
전라북도,일산화탄소,06,0.3333333333333333,0.3466666666666667
제주특별자치도,미세먼지 PM10,06,30.666666666666668,27.33333333333333
제주특별자치도,미세먼지 PM2.5,06,19.666666666666668,13.666666666666666
제주특별자치도,아황산가스,06,0.0023333333333333,0.0013333333333333
제주특별자치도,오존,06,0.0476666666666666,0.0396666666666666
제주특별자치도,이산화질소,06,0.0086666666666666,0.0083333333333333
제주특별자치도,일산화탄소,06,0.2333333333333333,0.2666666666666666
충청남도,미세먼지 PM10,06,32.8125,35.5
충청남도,미세먼지 PM2.5,06,21.875,19.3125
충청남도,아황산가스,06,0.0038125,0.003125
충청남도,오존,06,0.0465,0.046125
충청남도,이산화질소,06,0.0091333333333333,0.008625
충청남도,일산화탄소,06,0.45,0.40625
충청북도,미세먼지 PM10,06,34.90909090909091,36.0
충청북도,미세먼지 PM2.5,06,24.363636363636363,20.09090909090909
충청북도,아황산가스,06,0.0026363636363636,0.0029090909090909
충청북도,오존,06,0.0427272727272727,0.044090909090909
충청북도,이산화질소,06,0.0112727272727272,0.0089090909090909
충청북도,일산화탄소,06,0.3363636363636363,0.3818181818181818
강원도,미세먼지 PM10,07,25.36842105263158,16.875
강원도,미세먼지 PM2.5,07,14.444444444444445,8.68421052631579
강원도,아황산가스,07,0.0019473684210526,0.0022105263157894
강원도,오존,07,0.0338947368421052,0.0276315789473684
강원도,이산화질소,07,0.0064736842105263,0.0056666666666666
강원도,일산화탄소,07,0.3368421052631579,0.3722222222222222
경기도,미세먼지 PM10,07,28.65625,22.258064516129032
경기도,미세먼지 PM2.5,07,17.129032258064516,12.53125
경기도,아황산가스,07,0.00296875,0.00259375
경기도,오존,07,0.0349032258064516,0.03196875
경기도,이산화질소,07,0.01359375,0.01178125
경기도,일산화탄소,07,0.3875,0.4
경상남도,미세먼지 PM10,07,27.714285714285715,18.789473684210527
경상남도,미세먼지 PM2.5,07,13.928571428571429,10.27777777777778
경상남도,아황산가스,07,0.0028571428571428,0.0026315789473684
경상남도,오존,07,0.0329285714285714,0.0318421052631578
경상남도,이산화질소,07,0.0104999999999999,0.0094736842105263
경상남도,일산화탄소,07,0.3714285714285714,0.3421052631578947
경상북도,미세먼지 PM10,07,26.692307692307693,16.125
경상북도,미세먼지 PM2.5,07,15.076923076923077,8.818181818181818
경상북도,아황산가스,07,0.003076923076923,0.0028333333333333
경상북도,오존,07,0.0321538461538461,0.0310416666666666
경상북도,이산화질소,07,0.0082307692307692,0.0065833333333333
경상북도,일산화탄소,07,0.3,0.3083333333333333
광주광역시,미세먼지 PM10,07,29.0,15.0
광주광역시,미세먼지 PM2.5,07,17.0,9.0
광주광역시,아황산가스,07,0.002,0.002
광주광역시,오존,07,0.029,0.028
광주광역시,이산화질소,07,0.011,0.008
광주광역시,일산화탄소,07,0.3,0.3
대구광역시,미세먼지 PM10,07,26.0,22.0
대구광역시,미세먼지 PM2.5,07,16.0,14.0
대구광역시,아황산가스,07,0.002,0.002
대구광역시,오존,07,0.03,0.027
대구광역시,이산화질소,07,0.011,0.011
대구광역시,일산화탄소,07,0.3,0.4
대전광역시,미세먼지 PM10,07,23.0,16.0
대전광역시,미세먼지 PM2.5,07,14.0,9.0
대전광역시,아황산가스,07,0.002,0.002
대전광역시,오존,07,0.028,0.03
대전광역시,이산화질소,07,0.011,0.01
대전광역시,일산화탄소,07,0.3,0.3
부산광역시,미세먼지 PM10,07,26.0,18.0
부산광역시,미세먼지 PM2.5,07,18.0,10.0
부산광역시,아황산가스,07,0.005,0.003
부산광역시,오존,07,0.028,0.028
부산광역시,이산화질소,07,0.015,0.014
부산광역시,일산화탄소,07,0.3,0.3
서울특별시,미세먼지 PM10,07,26.0,21.0
서울특별시,미세먼지 PM2.5,07,19.0,13.0
서울특별시,아황산가스,07,0.004,0.002
서울특별시,오존,07,0.031,0.031
서울특별시,이산화질소,07,0.018,0.016
서울특별시,일산화탄소,07,0.4,0.4
세종특별자치시,미세먼지 PM10,07,23.0,17.0
세종특별자치시,미세먼지 PM2.5,07,14.0,9.0
세종특별자치시,아황산가스,07,0.003,0.002
세종특별자치시,오존,07,0.031,0.032
세종특별자치시,이산화질소,07,0.012,0.01
세종특별자치시,일산화탄소,07,0.4,0.5
울산광역시,미세먼지 PM10,07,29.0,20.0
울산광역시,미세먼지 PM2.5,07,19.0,12.0
울산광역시,아황산가스,07,0.006,0.004
울산광역시,오존,07,0.028,0.028
울산광역시,이산화질소,07,0.016,0.015
울산광역시,일산화탄소,07,0.4,0.4
인천광역시,미세먼지 PM10,07,31.0,21.0
인천광역시,미세먼지 PM2.5,07,19.0,
인천광역시,아황산가스,07,0.004,0.003
인천광역시,오존,07,0.032,0.034
인천광역시,이산화질소,07,0.015,0.014
인천광역시,일산화탄소,07,0.4,0.4
전라남도,미세먼지 PM10,07,22.75,16.636363636363637
전라남도,미세먼지 PM2.5,07,13.842105263157896,9.227272727272728
전라남도,아황산가스,07,0.0034,0.0028095238095238
전라남도,오존,07,0.0306666666666666,0.03
전라남도,이산화질소,07,0.0058095238095238,0.0056363636363636
전라남도,일산화탄소,07,0.3666666666666667,0.3904761904761904
전라북도,미세먼지 PM10,07,25.857142857142858,17.933333333333334
전라북도,미세먼지 PM2.5,07,14.933333333333334,12.466666666666669
전라북도,아황산가스,07,0.0025454545454545,0.0025384615384615
전라북도,오존,07,0.0324,0.032
전라북도,이산화질소,07,0.0066428571428571,0.0067333333333333
전라북도,일산화탄소,07,0.3,0.3133333333333333
제주특별자치도,미세먼지 PM10,07,25.666666666666668,20.0
제주특별자치도,미세먼지 PM2.5,07,16.0,9.666666666666666
제주특별자치도,아황산가스,07,0.0016666666666666,0.001
제주특별자치도,오존,07,0.035,0.0336666666666666
제주특별자치도,이산화질소,07,0.0063333333333333,0.007
제주특별자치도,일산화탄소,07,0.2333333333333333,0.2
충청남도,미세먼지 PM10,07,25.3125,21.6875
충청남도,미세먼지 PM2.5,07,16.1875,12.0625
충청남도,아황산가스,07,0.003125,0.0030625
충청남도,오존,07,0.03575,0.0335
충청남도,이산화질소,07,0.0075625,0.008
충청남도,일산화탄소,07,0.4,0.375
충청북도,미세먼지 PM10,07,24.166666666666668,17.5
충청북도,미세먼지 PM2.5,07,15.666666666666666,9.75
충청북도,아황산가스,07,0.0025833333333333,0.0028333333333333
충청북도,오존,07,0.0299166666666666,0.0270833333333333
충청북도,이산화질소,07,0.0091666666666666,0.0078333333333333
충청북도,일산화탄소,07,0.325,0.3416666666666666
강원도,미세먼지 PM10,08,25.894736842105264,18.26315789473684
강원도,미세먼지 PM2.5,08,13.894736842105264,10.2
강원도,아황산가스,08,0.0021052631578947,0.0021578947368421
강원도,오존,08,0.0294736842105263,0.0226111111111111
강원도,이산화질소,08,0.0065263157894736,0.0062105263157894
강원도,일산화탄소,08,0.3894736842105263,0.3789473684210526
경기도,미세먼지 PM10,08,27.774193548387096,22.966666666666665
경기도,미세먼지 PM2.5,08,15.0,12.419354838709678
경기도,아황산가스,08,0.0029032258064516,0.0026774193548387
경기도,오존,08,0.0331290322580645,0.022774193548387
경기도,이산화질소,08,0.0138387096774193,0.010258064516129
경기도,일산화탄소,08,0.4129032258064516,0.3375
경상남도,미세먼지 PM10,08,31.071428571428573,27.894736842105264
경상남도,미세먼지 PM2.5,08,15.266666666666667,15.63157894736842
경상남도,아황산가스,08,0.0028571428571428,0.0029473684210526
경상남도,오존,08,0.0322142857142857,0.0265263157894736
경상남도,이산화질소,08,0.0104999999999999,0.0078947368421052
경상남도,일산화탄소,08,0.4285714285714285,0.3052631578947368
경상북도,미세먼지 PM10,08,26.928571428571427,22.041666666666668
경상북도,미세먼지 PM2.5,08,15.0,13.391304347826088
경상북도,아황산가스,08,0.0032307692307692,0.0030416666666666
경상북도,오존,08,0.0318571428571428,0.0259583333333333
경상북도,이산화질소,08,0.0081428571428571,0.0064166666666666
경상북도,일산화탄소,08,0.3571428571428571,0.2791666666666667
광주광역시,미세먼지 PM10,08,31.0,22.0
광주광역시,미세먼지 PM2.5,08,17.0,14.0
광주광역시,아황산가스,08,0.003,0.003
광주광역시,오존,08,0.031,0.021
광주광역시,이산화질소,08,0.011,0.006
광주광역시,일산화탄소,08,0.4,0.3
대구광역시,미세먼지 PM10,08,26.0,25.0
대구광역시,미세먼지 PM2.5,08,16.0,16.0
대구광역시,아황산가스,08,0.002,0.002
대구광역시,오존,08,0.03,0.023
대구광역시,이산화질소,08,0.012,0.009
대구광역시,일산화탄소,08,0.3,0.3
대전광역시,미세먼지 PM10,08,25.0,20.0
대전광역시,미세먼지 PM2.5,08,15.0,10.0
대전광역시,아황산가스,08,0.002,0.002
대전광역시,오존,08,0.029,0.022
대전광역시,이산화질소,08,0.011,0.01
대전광역시,일산화탄소,08,0.3,0.3
부산광역시,미세먼지 PM10,08,30.0,31.0
부산광역시,미세먼지 PM2.5,08,19.0,19.0
부산광역시,아황산가스,08,0.005,0.004
부산광역시,오존,08,0.03,0.026
부산광역시,이산화질소,08,0.014,0.011
부산광역시,일산화탄소,08,0.4,0.3
서울특별시,미세먼지 PM10,08,25.0,23.0
서울특별시,미세먼지 PM2.5,08,16.0,14.0
서울특별시,아황산가스,08,0.004,0.003
서울특별시,오존,08,0.03,0.019
서울특별시,이산화질소,08,0.018,0.014
서울특별시,일산화탄소,08,0.4,0.3
세종특별자치시,미세먼지 PM10,08,27.0,20.0
세종특별자치시,미세먼지 PM2.5,08,16.0,11.0
세종특별자치시,아황산가스,08,0.003,0.003
세종특별자치시,오존,08,0.031,0.023
세종특별자치시,이산화질소,08,0.013,0.009
세종특별자치시,일산화탄소,08,0.5,0.4
울산광역시,미세먼지 PM10,08,30.0,28.0
울산광역시,미세먼지 PM2.5,08,18.0,17.0
울산광역시,아황산가스,08,0.006,0.004
울산광역시,오존,08,0.029,0.026
울산광역시,이산화질소,08,0.014,0.013
울산광역시,일산화탄소,08,0.5,0.5
인천광역시,미세먼지 PM10,08,30.0,24.0
인천광역시,미세먼지 PM2.5,08,18.0,14.0
인천광역시,아황산가스,08,0.004,0.003
인천광역시,오존,08,0.037,0.021
인천광역시,이산화질소,08,0.015,0.012
인천광역시,일산화탄소,08,0.4,0.3
전라남도,미세먼지 PM10,08,27.666666666666668,26.43478260869565
전라남도,미세먼지 PM2.5,08,16.75,15.130434782608695
전라남도,아황산가스,08,0.0034285714285714,0.0026818181818181
전라남도,오존,08,0.0316190476190476,0.0225
전라남도,이산화질소,08,0.006095238095238,0.0046521739130434
전라남도,일산화탄소,08,0.419047619047619,0.3652173913043478
전라북도,미세먼지 PM10,08,27.73333333333333,21.8
전라북도,미세먼지 PM2.5,08,16.133333333333333,14.866666666666667
전라북도,아황산가스,08,0.0026428571428571,0.0025
전라북도,오존,08,0.0304,0.0232
전라북도,이산화질소,08,0.0068666666666666,0.0053571428571428
전라북도,일산화탄소,08,0.3399999999999999,0.2466666666666666
제주특별자치도,미세먼지 PM10,08,30.0,28.33333333333333
제주특별자치도,미세먼지 PM2.5,08,18.0,14.333333333333334
제주특별자치도,아황산가스,08,0.0023333333333333,0.0013333333333333
제주특별자치도,오존,08,0.039,0.0213333333333333
제주특별자치도,이산화질소,08,0.0073333333333333,0.0056666666666666
제주특별자치도,일산화탄소,08,0.2333333333333333,0.2
충청남도,미세먼지 PM10,08,27.4375,23.875
충청남도,미세먼지 PM2.5,08,16.875,13.125
충청남도,아황산가스,08,0.0035,0.003125
충청남도,오존,08,0.0358,0.02475
충청남도,이산화질소,08,0.007875,0.006375
충청남도,일산화탄소,08,0.40625,0.3125
충청북도,미세먼지 PM10,08,26.25,20.916666666666668
충청북도,미세먼지 PM2.5,08,17.166666666666668,11.083333333333334
충청북도,아황산가스,08,0.0025,0.00275
충청북도,오존,08,0.0276666666666666,0.0205
충청북도,이산화질소,08,0.0094166666666666,0.0072499999999999
충청북도,일산화탄소,08,0.3583333333333333,0.3083333333333333
강원도,미세먼지 PM10,09,20.73684210526316,18.55555555555556
강원도,미세먼지 PM2.5,09,9.5,9.235294117647058
강원도,아황산가스,09,0.0017894736842105,0.0022777777777777
강원도,오존,09,0.0233684210526315,0.0292777777777777
강원도,이산화질소,09,0.0066315789473684,0.0058888888888888
강원도,일산화탄소,09,0.3421052631578947,0.3888888888888889
경기도,미세먼지 PM10,09,24.5625,21.53333333333333
경기도,미세먼지 PM2.5,09,11.96875,10.935483870967742
경기도,아황산가스,09,0.002875,0.0027666666666666
경기도,오존,09,0.02434375,0.0285806451612903
경기도,이산화질소,09,0.016375,0.0126129032258064
경기도,일산화탄소,09,0.39375,0.378125
경상남도,미세먼지 PM10,09,26.642857142857142,22.444444444444443
경상남도,미세먼지 PM2.5,09,10.733333333333333,12.473684210526317
경상남도,아황산가스,09,0.0027142857142857,0.0025263157894736
경상남도,오존,09,0.0278571428571428,0.0352105263157894
경상남도,이산화질소,09,0.0110714285714285,0.0088421052631578
경상남도,일산화탄소,09,0.3857142857142857,0.3368421052631579
경상북도,미세먼지 PM10,09,22.857142857142858,20.041666666666668
경상북도,미세먼지 PM2.5,09,11.285714285714286,11.291666666666666
경상북도,아황산가스,09,0.0027857142857142,0.0028333333333333
경상북도,오존,09,0.0275,0.0321666666666666
경상북도,이산화질소,09,0.0084285714285714,0.0072916666666666
경상북도,일산화탄소,09,0.3,0.3291666666666666
광주광역시,미세먼지 PM10,09,27.0,21.0
광주광역시,미세먼지 PM2.5,09,15.0,13.0
광주광역시,아황산가스,09,0.003,0.003
광주광역시,오존,09,0.027,0.029
광주광역시,이산화질소,09,0.012,0.011
광주광역시,일산화탄소,09,0.4,0.3
대구광역시,미세먼지 PM10,09,23.0,25.0
대구광역시,미세먼지 PM2.5,09,13.0,15.0
대구광역시,아황산가스,09,0.002,0.002
대구광역시,오존,09,0.025,0.028
대구광역시,이산화질소,09,0.013,0.013
대구광역시,일산화탄소,09,0.3,0.3
대전광역시,미세먼지 PM10,09,22.0,21.0
대전광역시,미세먼지 PM2.5,09,12.0,12.0
대전광역시,아황산가스,09,0.002,0.002
대전광역시,오존,09,0.025,0.032
대전광역시,이산화질소,09,0.013,0.012
대전광역시,일산화탄소,09,0.3,0.4
부산광역시,미세먼지 PM10,09,24.0,24.0
부산광역시,미세먼지 PM2.5,09,13.0,13.0
부산광역시,아황산가스,09,0.004,0.003
부산광역시,오존,09,0.028,0.035
부산광역시,이산화질소,09,0.015,0.012
부산광역시,일산화탄소,09,0.3,0.4
서울특별시,미세먼지 PM10,09,21.0,19.0
서울특별시,미세먼지 PM2.5,09,12.0,11.0
서울특별시,아황산가스,09,0.003,0.003
서울특별시,오존,09,0.024,0.028
서울특별시,이산화질소,09,0.021,0.016
서울특별시,일산화탄소,09,0.4,0.4
세종특별자치시,미세먼지 PM10,09,23.0,20.0
세종특별자치시,미세먼지 PM2.5,09,12.0,10.0
세종특별자치시,아황산가스,09,0.003,0.004
세종특별자치시,오존,09,0.025,0.032
세종특별자치시,이산화질소,09,0.015,0.012
세종특별자치시,일산화탄소,09,0.4,0.4
울산광역시,미세먼지 PM10,09,25.0,25.0
울산광역시,미세먼지 PM2.5,09,13.0,14.0
울산광역시,아황산가스,09,0.005,0.003
울산광역시,오존,09,0.027,0.034
울산광역시,이산화질소,09,0.015,0.014
울산광역시,일산화탄소,09,0.4,0.5
인천광역시,미세먼지 PM10,09,28.0,20.0
인천광역시,미세먼지 PM2.5,09,14.0,10.0
인천광역시,아황산가스,09,0.004,0.003
인천광역시,오존,09,0.026,0.032
인천광역시,이산화질소,09,0.021,0.015
인천광역시,일산화탄소,09,0.5,0.4
전라남도,미세먼지 PM10,09,22.26086956521739,22.61904761904762
전라남도,미세먼지 PM2.5,09,12.130434782608695,13.238095238095235
전라남도,아황산가스,09,0.0034782608695652,0.0025454545454545
전라남도,오존,09,0.0285217391304347,0.0332608695652173
전라남도,이산화질소,09,0.0065652173913043,0.0067391304347826
전라남도,일산화탄소,09,0.417391304347826,0.4181818181818181
전라북도,미세먼지 PM10,09,25.2,22.384615384615383
전라북도,미세먼지 PM2.5,09,14.333333333333334,13.461538461538462
전라북도,아황산가스,09,0.0028,0.0024166666666666
전라북도,오존,09,0.0287333333333333,0.0334285714285714
전라북도,이산화질소,09,0.0075333333333333,0.0073076923076923
전라북도,일산화탄소,09,0.3333333333333333,0.3214285714285714
제주특별자치도,미세먼지 PM10,09,25.33333333333333,26.33333333333333
제주특별자치도,미세먼지 PM2.5,09,12.666666666666666,13.0
제주특별자치도,아황산가스,09,0.002,0.0013333333333333
제주특별자치도,오존,09,0.0406666666666666,0.0456666666666666
제주특별자치도,이산화질소,09,0.0076666666666666,0.0069999999999999
제주특별자치도,일산화탄소,09,0.1666666666666666,0.2666666666666666
충청남도,미세먼지 PM10,09,25.375,23.375
충청남도,미세먼지 PM2.5,09,13.8125,12.6
충청남도,아황산가스,09,0.003375,0.003375
충청남도,오존,09,0.0298125,0.0345625
충청남도,이산화질소,09,0.0091875,0.008375
충청남도,일산화탄소,09,0.39375,0.40625
충청북도,미세먼지 PM10,09,22.5,21.916666666666668
충청북도,미세먼지 PM2.5,09,13.666666666666666,11.916666666666666
충청북도,아황산가스,09,0.0025833333333333,0.0028333333333333
충청북도,오존,09,0.0231666666666666,0.0271666666666666
충청북도,이산화질소,09,0.0106666666666666,0.0093333333333333
충청북도,일산화탄소,09,0.3166666666666666,0.375
강원도,미세먼지 PM10,1,27.5,27.55555555555556
강원도,미세먼지 PM2.5,1,13.117647058823527,13.882352941176473
강원도,아황산가스,1,0.0022222222222222,0.0022777777777777
강원도,오존,1,0.0240555555555555,0.0267222222222222
강원도,이산화질소,1,0.0087222222222222,0.0090555555555555
강원도,일산화탄소,1,0.3777777777777778,0.4
경기도,미세먼지 PM10,1,35.59375,37.46875
경기도,미세먼지 PM2.5,1,16.322580645161292,18.25
경기도,아황산가스,1,0.00296875,0.0031612903225806
경기도,오존,1,0.021375,0.0223125
경기도,이산화질소,1,0.0201875,0.0210322580645161
경기도,일산화탄소,1,0.41875,0.459375
경상남도,미세먼지 PM10,1,28.76923076923077,28.294117647058822
경상남도,미세먼지 PM2.5,1,11.153846153846152,14.117647058823527
경상남도,아황산가스,1,0.0024666666666666,0.0028235294117647
경상남도,오존,1,0.0286153846153846,0.0326875
경상남도,이산화질소,1,0.0125384615384615,0.0114705882352941
경상남도,일산화탄소,1,0.3615384615384615,0.3764705882352941
경상북도,미세먼지 PM10,1,29.142857142857142,28.791666666666668
경상북도,미세먼지 PM2.5,1,12.928571428571429,15.625
경상북도,아황산가스,1,0.0028666666666666,0.0030833333333333
경상북도,오존,1,0.0269333333333333,0.0308260869565217
경상북도,이산화질소,1,0.0101333333333333,0.010375
경상북도,일산화탄소,1,0.3357142857142857,0.3625
광주광역시,미세먼지 PM10,1,35.0,31.0
광주광역시,미세먼지 PM2.5,1,18.0,17.0
광주광역시,아황산가스,1,0.003,0.003
광주광역시,오존,1,0.025,0.028
광주광역시,이산화질소,1,0.017,0.016
광주광역시,일산화탄소,1,0.4,0.4
대구광역시,미세먼지 PM10,1,27.0,33.0
대구광역시,미세먼지 PM2.5,1,14.0,18.0
대구광역시,아황산가스,1,0.002,0.002
대구광역시,오존,1,0.022,0.026
대구광역시,이산화질소,1,0.017,0.019
대구광역시,일산화탄소,1,0.4,0.4
대전광역시,미세먼지 PM10,1,29.0,33.0
대전광역시,미세먼지 PM2.5,1,15.0,18.0
대전광역시,아황산가스,1,0.002,0.002
대전광역시,오존,1,0.02,0.025
대전광역시,이산화질소,1,0.018,0.021
대전광역시,일산화탄소,1,0.3,0.4
부산광역시,미세먼지 PM10,1,27.0,30.0
부산광역시,미세먼지 PM2.5,1,13.0,15.0
부산광역시,아황산가스,1,0.004,0.003
부산광역시,오존,1,0.029,0.033
부산광역시,이산화질소,1,0.017,0.017
부산광역시,일산화탄소,1,0.3,0.4
서울특별시,미세먼지 PM10,1,31.0,33.0
서울특별시,미세먼지 PM2.5,1,15.0,17.0
서울특별시,아황산가스,1,0.003,0.003
서울특별시,오존,1,0.021,0.022
서울특별시,이산화질소,1,0.025,0.025
서울특별시,일산화탄소,1,0.5,0.5
세종특별자치시,미세먼지 PM10,1,32.0,35.0
세종특별자치시,미세먼지 PM2.5,1,17.0,20.0
세종특별자치시,아황산가스,1,0.003,0.004
세종특별자치시,오존,1,0.021,0.024
세종특별자치시,이산화질소,1,0.019,0.02
세종특별자치시,일산화탄소,1,0.5,0.4
울산광역시,미세먼지 PM10,1,27.0,30.0
울산광역시,미세먼지 PM2.5,1,11.0,15.0
울산광역시,아황산가스,1,0.004,0.003
울산광역시,오존,1,0.029,0.034
울산광역시,이산화질소,1,0.016,0.017
울산광역시,일산화탄소,1,0.4,0.5
인천광역시,미세먼지 PM10,1,35.0,34.0
인천광역시,미세먼지 PM2.5,1,16.0,15.0
인천광역시,아황산가스,1,0.004,0.004
인천광역시,오존,1,0.024,0.028
인천광역시,이산화질소,1,0.023,0.021
인천광역시,일산화탄소,1,0.5,0.5
전라남도,미세먼지 PM10,1,28.39130434782609,29.818181818181817
전라남도,미세먼지 PM2.5,1,13.91304347826087,15.043478260869565
전라남도,아황산가스,1,0.0033043478260869,0.0027272727272727
전라남도,오존,1,0.0286086956521739,0.0336190476190476
전라남도,이산화질소,1,0.0082173913043478,0.0090454545454545
전라남도,일산화탄소,1,0.4043478260869566,0.3857142857142857
전라북도,미세먼지 PM10,1,31.785714285714285,31.285714285714285
전라북도,미세먼지 PM2.5,1,17.357142857142858,17.466666666666665
전라북도,아황산가스,1,0.0023846153846153,0.0025714285714285
전라북도,오존,1,0.0272857142857142,0.0300714285714285
전라북도,이산화질소,1,0.0107857142857142,0.0113571428571428
전라북도,일산화탄소,1,0.3285714285714285,0.35
제주특별자치도,미세먼지 PM10,1,32.333333333333336,31.33333333333333
제주특별자치도,미세먼지 PM2.5,1,15.0,15.666666666666666
제주특별자치도,아황산가스,1,0.0016666666666666,0.0013333333333333
제주특별자치도,오존,1,0.0423333333333333,0.0453333333333333
제주특별자치도,이산화질소,1,0.008,0.008
제주특별자치도,일산화탄소,1,0.2,0.2666666666666666
충청남도,미세먼지 PM10,1,36.25,37.73333333333333
충청남도,미세먼지 PM2.5,1,19.375,19.8
충청남도,아황산가스,1,0.0029375,0.0039333333333333
충청남도,오존,1,0.0269375,0.0282666666666666
충청남도,이산화질소,1,0.0119375,0.0134
충청남도,일산화탄소,1,0.4,0.46
충청북도,미세먼지 PM10,1,32.25,35.63636363636363
충청북도,미세먼지 PM2.5,1,19.166666666666668,20.58333333333333
충청북도,아황산가스,1,0.00275,0.0029166666666666
충청북도,오존,1,0.0204166666666666,0.0237499999999999
충청북도,이산화질소,1,0.0142499999999999,0.01375
충청북도,일산화탄소,1,0.3833333333333333,0.425
강원도,미세먼지 PM10,11,35.23529411764706,32.90909090909091
강원도,미세먼지 PM2.5,11,18.58823529411765,19.133333333333333
강원도,아황산가스,11,0.0027058823529411,0.0026315789473684
강원도,오존,11,0.0204705882352941,0.0236315789473684
강원도,이산화질소,11,0.0134117647058823,0.0124736842105263
강원도,일산화탄소,11,0.4647058823529412,0.4294117647058823
경기도,미세먼지 PM10,11,46.29032258064516,44.375
경기도,미세먼지 PM2.5,11,22.78125,24.90625
경기도,아황산가스,11,0.0035,0.00334375
경기도,오존,11,0.014375,0.0165
경기도,이산화질소,11,0.02790625,0.02575
경기도,일산화탄소,11,0.54375,0.521875
경상남도,미세먼지 PM10,11,35.21052631578947,30.0
경상남도,미세먼지 PM2.5,11,16.31578947368421,16.88888888888889
경상남도,아황산가스,11,0.0027894736842105,0.0031111111111111
경상남도,오존,11,0.0231052631578947,0.0247777777777777
경상남도,이산화질소,11,0.0168947368421052,0.0153888888888888
경상남도,일산화탄소,11,0.4105263157894737,0.3944444444444445
경상북도,미세먼지 PM10,11,38.8,34.52173913043478
경상북도,미세먼지 PM2.5,11,18.785714285714285,21.043478260869566
경상북도,아황산가스,11,0.0034,0.0033478260869565
경상북도,오존,11,0.023,0.0244347826086956
경상북도,이산화질소,11,0.0147857142857142,0.013
경상북도,일산화탄소,11,0.4428571428571429,0.4217391304347826
광주광역시,미세먼지 PM10,11,43.0,32.0
광주광역시,미세먼지 PM2.5,11,20.0,20.0
광주광역시,아황산가스,11,0.003,0.003
광주광역시,오존,11,0.021,0.021
광주광역시,이산화질소,11,0.023,0.019
광주광역시,일산화탄소,11,0.5,0.5
대구광역시,미세먼지 PM10,11,41.0,40.0
대구광역시,미세먼지 PM2.5,11,21.0,23.0
대구광역시,아황산가스,11,0.003,0.002
