범죄명,연도,검거기간,범죄종류,범죄자수
공갈,2014,3개월이내,폭력범죄,822
공갈,2014,6개월이내,폭력범죄,581
공갈,2014,1년이내,폭력범죄,443
공갈,2014,1년초과,폭력범죄,585
손괴,2014,1일이내,폭력범죄,12835
손괴,2014,2일이내,폭력범죄,367
손괴,2014,3일이내,폭력범죄,587
손괴,2014,10일이내,폭력범죄,3175
손괴,2014,1개월이내,폭력범죄,4569
손괴,2014,3개월이내,폭력범죄,3721
손괴,2014,6개월이내,폭력범죄,1109
손괴,2014,1년이내,폭력범죄,558
손괴,2014,1년초과,폭력범죄,622
손괴,2014,미상,폭력범죄,0
직무유기,2014,1일이내,지능범죄,1
직무유기,2014,2일이내,지능범죄,0
직무유기,2014,3일이내,지능범죄,0
직무유기,2014,10일이내,지능범죄,5
직무유기,2014,1개월이내,지능범죄,19
직무유기,2014,3개월이내,지능범죄,70
직무유기,2014,6개월이내,지능범죄,69
직무유기,2014,1년이내,지능범죄,59
직무유기,2014,1년초과,지능범죄,116
직권남용,2014,1일이내,지능범죄,1
직권남용,2014,2일이내,지능범죄,0
직권남용,2014,3일이내,지능범죄,0
직권남용,2014,10일이내,지능범죄,2
직권남용,2014,1개월이내,지능범죄,23
직권남용,2014,3개월이내,지능범죄,90
직권남용,2014,6개월이내,지능범죄,45
직권남용,2014,1년이내,지능범죄,34
직권남용,2014,1년초과,지능범죄,52
증수뢰,2014,1일이내,지능범죄,4
증수뢰,2014,2일이내,지능범죄,0
증수뢰,2014,3일이내,지능범죄,0
증수뢰,2014,10일이내,지능범죄,1
증수뢰,2014,1개월이내,지능범죄,7
증수뢰,2014,3개월이내,지능범죄,17
증수뢰,2014,6개월이내,지능범죄,23
증수뢰,2014,1년이내,지능범죄,39
증수뢰,2014,1년초과,지능범죄,151
통화,2014,1일이내,지능범죄,21
통화,2014,2일이내,지능범죄,5
통화,2014,3일이내,지능범죄,2
통화,2014,10일이내,지능범죄,23
통화,2014,1개월이내,지능범죄,37
통화,2014,3개월이내,지능범죄,45
통화,2014,6개월이내,지능범죄,7
통화,2014,1년이내,지능범죄,3
통화,2014,1년초과,지능범죄,11
문서·인장,2014,1일이내,지능범죄,687
문서·인장,2014,2일이내,지능범죄,29
문서·인장,2014,3일이내,지능범죄,37
문서·인장,2014,10일이내,지능범죄,270
문서·인장,2014,1개월이내,지능범죄,779
문서·인장,2014,3개월이내,지능범죄,1521
문서·인장,2014,6개월이내,지능범죄,1282
문서·인장,2014,1년이내,지능범죄,1942
문서·인장,2014,1년초과,지능범죄,4969
유가증권인지,2014,1일이내,지능범죄,13
유가증권인지,2014,2일이내,지능범죄,0
유가증권인지,2014,3일이내,지능범죄,0
유가증권인지,2014,10일이내,지능범죄,7
유가증권인지,2014,1개월이내,지능범죄,8
유가증권인지,2014,3개월이내,지능범죄,42
유가증권인지,2014,6개월이내,지능범죄,44
유가증권인지,2014,1년이내,지능범죄,50
유가증권인지,2014,1년초과,지능범죄,113
사기,2014,1일이내,지능범죄,12387
사기,2014,2일이내,지능범죄,274
사기,2014,3일이내,지능범죄,246
사기,2014,10일이내,지능범죄,2149
사기,2014,1개월이내,지능범죄,12699
사기,2014,3개월이내,지능범죄,31234
사기,2014,6개월이내,지능범죄,21854
사기,2014,1년이내,지능범죄,23877
사기,2014,1년초과,지능범죄,59869
사기,2014,미상,지능범죄,5
횡령,2014,1일이내,지능범죄,822
횡령,2014,2일이내,지능범죄,130
횡령,2014,3일이내,지능범죄,125
횡령,2014,10일이내,지능범죄,759
횡령,2014,1개월이내,지능범죄,1801
횡령,2014,3개월이내,지능범죄,3345
횡령,2014,6개월이내,지능범죄,3174
횡령,2014,1년이내,지능범죄,3490
횡령,2014,1년초과,지능범죄,9114
횡령,2014,미상,지능범죄,1
배임,2014,1일이내,지능범죄,2
배임,2014,2일이내,지능범죄,1
배임,2014,3일이내,지능범죄,1
배임,2014,10일이내,지능범죄,7
배임,2014,1개월이내,지능범죄,77
배임,2014,3개월이내,지능범죄,335
배임,2014,6개월이내,지능범죄,455
배임,2014,1년이내,지능범죄,657
배임,2014,1년초과,지능범죄,2450
배임,2014,미상,지능범죄,1
성풍속범죄,2014,1일이내,풍속범죄,4118
성풍속범죄,2014,2일이내,풍속범죄,179
성풍속범죄,2014,3일이내,풍속범죄,141
성풍속범죄,2014,10일이내,풍속범죄,900
성풍속범죄,2014,1개월이내,풍속범죄,2362
성풍속범죄,2014,3개월이내,풍속범죄,3857
성풍속범죄,2014,6개월이내,풍속범죄,1656
성풍속범죄,2014,1년이내,풍속범죄,1044
성풍속범죄,2014,1년초과,풍속범죄,769
도박범죄,2014,1일이내,풍속범죄,3570
도박범죄,2014,2일이내,풍속범죄,77
도박범죄,2014,3일이내,풍속범죄,101
도박범죄,2014,10일이내,풍속범죄,486
도박범죄,2014,1개월이내,풍속범죄,670
도박범죄,2014,3개월이내,풍속범죄,673
도박범죄,2014,6개월이내,풍속범죄,593
도박범죄,2014,1년이내,풍속범죄,973
도박범죄,2014,1년초과,풍속범죄,955
특별경제범죄,2014,1일이내,특별경제범죄,13887
특별경제범죄,2014,2일이내,특별경제범죄,203
특별경제범죄,2014,3일이내,특별경제범죄,272
특별경제범죄,2014,10일이내,특별경제범죄,1950
특별경제범죄,2014,1개월이내,특별경제범죄,5472
특별경제범죄,2014,3개월이내,특별경제범죄,12311
특별경제범죄,2014,6개월이내,특별경제범죄,6840
특별경제범죄,2014,1년이내,특별경제범죄,4459
특별경제범죄,2014,1년초과,특별경제범죄,7260
특별경제범죄,2014,미상,특별경제범죄,4
마약범죄,2014,1일이내,마약범죄,726
마약범죄,2014,2일이내,마약범죄,117
마약범죄,2014,3일이내,마약범죄,75
마약범죄,2014,10일이내,마약범죄,280
마약범죄,2014,1개월이내,마약범죄,546
마약범죄,2014,3개월이내,마약범죄,1039
마약범죄,2014,6개월이내,마약범죄,699
마약범죄,2014,1년이내,마약범죄,585
마약범죄,2014,1년초과,마약범죄,500
마약범죄,2014,미상,마약범죄,0
보건범죄,2014,1일이내,보건범죄,1813
보건범죄,2014,2일이내,보건범죄,197
보건범죄,2014,3일이내,보건범죄,203
보건범죄,2014,10일이내,보건범죄,1572
보건범죄,2014,1개월이내,보건범죄,3441
보건범죄,2014,3개월이내,보건범죄,3658
보건범죄,2014,6개월이내,보건범죄,1392
보건범죄,2014,1년이내,보건범죄,825
보건범죄,2014,1년초과,보건범죄,1336
보건범죄,2014,미상,보건범죄,0
환경범죄,2014,1일이내,환경범죄,190
환경범죄,2014,2일이내,환경범죄,18
환경범죄,2014,3일이내,환경범죄,20
환경범죄,2014,10일이내,환경범죄,194
환경범죄,2014,1개월이내,환경범죄,749
환경범죄,2014,3개월이내,환경범죄,722
환경범죄,2014,6개월이내,환경범죄,211
환경범죄,2014,1년이내,환경범죄,125
환경범죄,2014,1년초과,환경범죄,233
교통범죄,2014,1일이내,교통범죄,356229
교통범죄,2014,2일이내,교통범죄,17676
교통범죄,2014,3일이내,교통범죄,18349
교통범죄,2014,10일이내,교통범죄,60604
교통범죄,2014,1개월이내,교통범죄,41592
교통범죄,2014,3개월이내,교통범죄,15180
교통범죄,2014,6개월이내,교통범죄,2532
교통범죄,2014,1년이내,교통범죄,1378
교통범죄,2014,1년초과,교통범죄,5348
교통범죄,2014,미상,교통범죄,9
노동범죄,2014,1일이내,노동범죄,168
노동범죄,2014,2일이내,노동범죄,10
노동범죄,2014,3일이내,노동범죄,3
노동범죄,2014,10일이내,노동범죄,129
노동범죄,2014,1개월이내,노동범죄,100
노동범죄,2014,3개월이내,노동범죄,140
노동범죄,2014,6개월이내,노동범죄,417
노동범죄,2014,1년이내,노동범죄,117
노동범죄,2014,1년초과,노동범죄,199
안보범죄,2014,1일이내,안보범죄,6
안보범죄,2014,2일이내,안보범죄,0
안보범죄,2014,3일이내,안보범죄,0
안보범죄,2014,10일이내,안보범죄,2
안보범죄,2014,1개월이내,안보범죄,3
안보범죄,2014,3개월이내,안보범죄,8
안보범죄,2014,6개월이내,안보범죄,9
안보범죄,2014,1년이내,안보범죄,5
안보범죄,2014,1년초과,안보범죄,43
선거범죄,2014,1일이내,선거범죄,117
선거범죄,2014,2일이내,선거범죄,19
선거범죄,2014,3일이내,선거범죄,16
선거범죄,2014,10일이내,선거범죄,101
선거범죄,2014,1개월이내,선거범죄,434
선거범죄,2014,3개월이내,선거범죄,657
선거범죄,2014,6개월이내,선거범죄,263
선거범죄,2014,1년이내,선거범죄,72
선거범죄,2014,1년초과,선거범죄,45
병역범죄,2014,1일이내,병역범죄,26
병역범죄,2014,2일이내,병역범죄,27
병역범죄,2014,3일이내,병역범죄,36
병역범죄,2014,10일이내,병역범죄,306
병역범죄,2014,1개월이내,병역범죄,2978
병역범죄,2014,3개월이내,병역범죄,7501
병역범죄,2014,6개월이내,병역범죄,2689
병역범죄,2014,1년이내,병역범죄,2120
병역범죄,2014,1년초과,병역범죄,3029
병역범죄,2014,미상,병역범죄,0
기타범죄,2014,1일이내,기타범죄,45473
기타범죄,2014,2일이내,기타범죄,1362
기타범죄,2014,3일이내,기타범죄,1603
기타범죄,2014,10일이내,기타범죄,11391
기타범죄,2014,1개월이내,기타범죄,23601
기타범죄,2014,3개월이내,기타범죄,31060
기타범죄,2014,6개월이내,기타범죄,15796
기타범죄,2014,1년이내,기타범죄,12775
기타범죄,2014,1년초과,기타범죄,20830
기타범죄,2014,미상,기타범죄,3
살인기수,2015,1일이내,강력범죄,220
살인기수,2015,2일이내,강력범죄,13
살인기수,2015,3일이내,강력범죄,15
살인기수,2015,10일이내,강력범죄,35
살인기수,2015,1개월이내,강력범죄,22
살인기수,2015,3개월이내,강력범죄,16
살인기수,2015,6개월이내,강력범죄,8
살인기수,2015,1년이내,강력범죄,5
살인기수,2015,1년초과,강력범죄,23
살인미수등,2015,1일이내,강력범죄,408
살인미수등,2015,2일이내,강력범죄,10
살인미수등,2015,3일이내,강력범죄,7
살인미수등,2015,10일이내,강력범죄,31
살인미수등,2015,1개월이내,강력범죄,27
살인미수등,2015,3개월이내,강력범죄,24
살인미수등,2015,6개월이내,강력범죄,9
살인미수등,2015,1년이내,강력범죄,11
살인미수등,2015,1년초과,강력범죄,25
강도,2015,1일이내,강력범죄,510
강도,2015,2일이내,강력범죄,62
강도,2015,3일이내,강력범죄,44
강도,2015,10일이내,강력범죄,256
강도,2015,1개월이내,강력범죄,206
강도,2015,3개월이내,강력범죄,149
강도,2015,6개월이내,강력범죄,77
강도,2015,1년이내,강력범죄,40
강도,2015,1년초과,강력범죄,113
강도,2015,미상,강력범죄,0
강간·강제추행,2015,1일이내,강력범죄,0
강간·강제추행,2015,2일이내,강력범죄,0
강간·강제추행,2015,3일이내,강력범죄,0
강간·강제추행,2015,10일이내,강력범죄,0
강간·강제추행,2015,1개월이내,강력범죄,0
강간·강제추행,2015,3개월이내,강력범죄,0
강간·강제추행,2015,6개월이내,강력범죄,0
강간·강제추행,2015,1년이내,강력범죄,0
강간·강제추행,2015,1년초과,강력범죄,0
강간,2015,1일이내,강력범죄,1231
강간,2015,2일이내,강력범죄,101
강간,2015,3일이내,강력범죄,83
강간,2015,10일이내,강력범죄,550
강간,2015,1개월이내,강력범죄,1002
강간,2015,3개월이내,강력범죄,972
강간,2015,6개월이내,강력범죄,409
강간,2015,1년이내,강력범죄,344
강간,2015,1년초과,강력범죄,409
유사강간,2015,1일이내,강력범죄,138
유사강간,2015,2일이내,강력범죄,10
유사강간,2015,3일이내,강력범죄,12
유사강간,2015,10일이내,강력범죄,58
유사강간,2015,1개월이내,강력범죄,118
유사강간,2015,3개월이내,강력범죄,77
유사강간,2015,6개월이내,강력범죄,36
유사강간,2015,1년이내,강력범죄,30
유사강간,2015,1년초과,강력범죄,35
강제추행,2015,1일이내,강력범죄,6450
강제추행,2015,2일이내,강력범죄,238
강제추행,2015,3일이내,강력범죄,256
강제추행,2015,10일이내,강력범죄,1460
강제추행,2015,1개월이내,강력범죄,2400
강제추행,2015,3개월이내,강력범죄,1897
강제추행,2015,6개월이내,강력범죄,694
강제추행,2015,1년이내,강력범죄,473
강제추행,2015,1년초과,강력범죄,487
기타 강간·강제추행등,2015,1일이내,강력범죄,148
기타 강간·강제추행등,2015,2일이내,강력범죄,11
기타 강간·강제추행등,2015,3일이내,강력범죄,11
기타 강간·강제추행등,2015,10일이내,강력범죄,56
기타 강간·강제추행등,2015,1개월이내,강력범죄,90
기타 강간·강제추행등,2015,3개월이내,강력범죄,72
기타 강간·강제추행등,2015,6개월이내,강력범죄,39
기타 강간·강제추행등,2015,1년이내,강력범죄,37
기타 강간·강제추행등,2015,1년초과,강력범죄,91
방화,2015,1일이내,강력범죄,953
방화,2015,2일이내,강력범죄,44
방화,2015,3일이내,강력범죄,28
방화,2015,10일이내,강력범죄,126
방화,2015,1개월이내,강력범죄,120
방화,2015,3개월이내,강력범죄,127
방화,2015,6개월이내,강력범죄,48
방화,2015,1년이내,강력범죄,24
방화,2015,1년초과,강력범죄,12
절도범죄,2015,1일이내,절도범죄,23333
절도범죄,2015,2일이내,절도범죄,3568
절도범죄,2015,3일이내,절도범죄,3221
절도범죄,2015,10일이내,절도범죄,18484
절도범죄,2015,1개월이내,절도범죄,29122
절도범죄,2015,3개월이내,절도범죄,25969
절도범죄,2015,6개월이내,절도범죄,10400
절도범죄,2015,1년이내,절도범죄,6451
절도범죄,2015,1년초과,절도범죄,6820
절도범죄,2015,미상,절도범죄,0
상해,2015,1일이내,폭력범죄,17693
상해,2015,2일이내,폭력범죄,1028
상해,2015,3일이내,폭력범죄,1384
상해,2015,10일이내,폭력범죄,7522
상해,2015,1개월이내,폭력범죄,9634
상해,2015,3개월이내,폭력범죄,5943
상해,2015,6개월이내,폭력범죄,1410
상해,2015,1년이내,폭력범죄,763
상해,2015,1년초과,폭력범죄,942
상해,2015,미상,폭력범죄,0
폭행,2015,1일이내,폭력범죄,85659
폭행,2015,2일이내,폭력범죄,2718
폭행,2015,3일이내,폭력범죄,4081
폭행,2015,10일이내,폭력범죄,17626
폭행,2015,1개월이내,폭력범죄,17665
폭행,2015,3개월이내,폭력범죄,9201
폭행,2015,6개월이내,폭력범죄,1822
폭행,2015,1년이내,폭력범죄,853
폭행,2015,1년초과,폭력범죄,899
폭행,2015,미상,폭력범죄,0
체포·감금,2015,1일이내,폭력범죄,396
체포·감금,2015,2일이내,폭력범죄,25
체포·감금,2015,3일이내,폭력범죄,22
체포·감금,2015,10일이내,폭력범죄,104
체포·감금,2015,1개월이내,폭력범죄,111
체포·감금,2015,3개월이내,폭력범죄,139
체포·감금,2015,6개월이내,폭력범죄,66
체포·감금,2015,1년이내,폭력범죄,39
체포·감금,2015,1년초과,폭력범죄,57
협박,2015,1일이내,폭력범죄,2869
협박,2015,2일이내,폭력범죄,119
협박,2015,3일이내,폭력범죄,159
협박,2015,10일이내,폭력범죄,906
협박,2015,1개월이내,폭력범죄,1512
협박,2015,3개월이내,폭력범죄,1521
협박,2015,6개월이내,폭력범죄,551
협박,2015,1년이내,폭력범죄,321
협박,2015,1년초과,폭력범죄,346
약취·유인,2015,1일이내,폭력범죄,51
약취·유인,2015,2일이내,폭력범죄,2
약취·유인,2015,3일이내,폭력범죄,2
약취·유인,2015,10일이내,폭력범죄,15
약취·유인,2015,1개월이내,폭력범죄,28
약취·유인,2015,3개월이내,폭력범죄,29
약취·유인,2015,6개월이내,폭력범죄,16
약취·유인,2015,1년이내,폭력범죄,13
약취·유인,2015,1년초과,폭력범죄,25
폭력행위등,2015,1일이내,폭력범죄,17244
폭력행위등,2015,2일이내,폭력범죄,569
폭력행위등,2015,3일이내,폭력범죄,661
폭력행위등,2015,10일이내,폭력범죄,3720
폭력행위등,2015,1개월이내,폭력범죄,5093
폭력행위등,2015,3개월이내,폭력범죄,3500
폭력행위등,2015,6개월이내,폭력범죄,1136
폭력행위등,2015,1년이내,폭력범죄,750
폭력행위등,2015,1년초과,폭력범죄,1107
폭력행위등,2015,미상,폭력범죄,0
공갈,2015,1일이내,폭력범죄,264
공갈,2015,2일이내,폭력범죄,18
공갈,2015,3일이내,폭력범죄,22
공갈,2015,10일이내,폭력범죄,146
공갈,2015,1개월이내,폭력범죄,358
공갈,2015,3개월이내,폭력범죄,685
공갈,2015,6개월이내,폭력범죄,473
공갈,2015,1년이내,폭력범죄,382
공갈,2015,1년초과,폭력범죄,518
손괴,2015,1일이내,폭력범죄,13062
손괴,2015,2일이내,폭력범죄,460
손괴,2015,3일이내,폭력범죄,589
손괴,2015,10일이내,폭력범죄,3634
손괴,2015,1개월이내,폭력범죄,5236
손괴,2015,3개월이내,폭력범죄,4083
손괴,2015,6개월이내,폭력범죄,1116
손괴,2015,1년이내,폭력범죄,586
손괴,2015,1년초과,폭력범죄,702
손괴,2015,미상,폭력범죄,0
직무유기,2015,1일이내,지능범죄,2
직무유기,2015,2일이내,지능범죄,0
직무유기,2015,3일이내,지능범죄,1
직무유기,2015,10일이내,지능범죄,4
직무유기,2015,1개월이내,지능범죄,17
직무유기,2015,3개월이내,지능범죄,74
직무유기,2015,6개월이내,지능범죄,67
직무유기,2015,1년이내,지능범죄,48
직무유기,2015,1년초과,지능범죄,123
직권남용,2015,1일이내,지능범죄,1
직권남용,2015,2일이내,지능범죄,0
직권남용,2015,3일이내,지능범죄,0
직권남용,2015,10일이내,지능범죄,6
직권남용,2015,1개월이내,지능범죄,22
직권남용,2015,3개월이내,지능범죄,100
직권남용,2015,6개월이내,지능범죄,40
직권남용,2015,1년이내,지능범죄,39
직권남용,2015,1년초과,지능범죄,67
증수뢰,2015,1일이내,지능범죄,8
증수뢰,2015,2일이내,지능범죄,0
증수뢰,2015,3일이내,지능범죄,0
증수뢰,2015,10일이내,지능범죄,1
증수뢰,2015,1개월이내,지능범죄,2
증수뢰,2015,3개월이내,지능범죄,16
증수뢰,2015,6개월이내,지능범죄,24
증수뢰,2015,1년이내,지능범죄,48
증수뢰,2015,1년초과,지능범죄,130
통화,2015,1일이내,지능범죄,40
통화,2015,2일이내,지능범죄,5
통화,2015,3일이내,지능범죄,3
통화,2015,10일이내,지능범죄,35
통화,2015,1개월이내,지능범죄,42
통화,2015,3개월이내,지능범죄,29
통화,2015,6개월이내,지능범죄,14
통화,2015,1년이내,지능범죄,3
통화,2015,1년초과,지능범죄,3
문서·인장,2015,1일이내,지능범죄,766
문서·인장,2015,2일이내,지능범죄,30
문서·인장,2015,3일이내,지능범죄,41
문서·인장,2015,10일이내,지능범죄,308
문서·인장,2015,1개월이내,지능범죄,815
문서·인장,2015,3개월이내,지능범죄,1514
문서·인장,2015,6개월이내,지능범죄,1299
문서·인장,2015,1년이내,지능범죄,1867
문서·인장,2015,1년초과,지능범죄,5576
유가증권인지,2015,1일이내,지능범죄,11
유가증권인지,2015,2일이내,지능범죄,2
유가증권인지,2015,3일이내,지능범죄,2
유가증권인지,2015,10일이내,지능범죄,0
유가증권인지,2015,1개월이내,지능범죄,8
유가증권인지,2015,3개월이내,지능범죄,24
유가증권인지,2015,6개월이내,지능범죄,21
유가증권인지,2015,1년이내,지능범죄,33
유가증권인지,2015,1년초과,지능범죄,132
사기,2015,1일이내,지능범죄,12198
사기,2015,2일이내,지능범죄,325
사기,2015,3일이내,지능범죄,338
사기,2015,10일이내,지능범죄,2761
사기,2015,1개월이내,지능범죄,16511
사기,2015,3개월이내,지능범죄,40458
사기,2015,6개월이내,지능범죄,27355
사기,2015,1년이내,지능범죄,26650
사기,2015,1년초과,지능범죄,66098
사기,2015,미상,지능범죄,0
횡령,2015,1일이내,지능범죄,1225
횡령,2015,2일이내,지능범죄,227
횡령,2015,3일이내,지능범죄,216
횡령,2015,10일이내,지능범죄,1371
횡령,2015,1개월이내,지능범죄,2690
횡령,2015,3개월이내,지능범죄,3675
횡령,2015,6개월이내,지능범죄,3048
횡령,2015,1년이내,지능범죄,3724
횡령,2015,1년초과,지능범죄,10273
횡령,2015,미상,지능범죄,0
배임,2015,1일이내,지능범죄,9
배임,2015,2일이내,지능범죄,0
배임,2015,3일이내,지능범죄,2
배임,2015,10일이내,지능범죄,9
배임,2015,1개월이내,지능범죄,71
배임,2015,3개월이내,지능범죄,305
배임,2015,6개월이내,지능범죄,395
배임,2015,1년이내,지능범죄,649
배임,2015,1년초과,지능범죄,2453
배임,2015,미상,지능범죄,0
성풍속범죄,2015,1일이내,풍속범죄,4331
성풍속범죄,2015,2일이내,풍속범죄,156
성풍속범죄,2015,3일이내,풍속범죄,147
성풍속범죄,2015,10일이내,풍속범죄,1030
성풍속범죄,2015,1개월이내,풍속범죄,2330
성풍속범죄,2015,3개월이내,풍속범죄,3148
성풍속범죄,2015,6개월이내,풍속범죄,1365
성풍속범죄,2015,1년이내,풍속범죄,1013
성풍속범죄,2015,1년초과,풍속범죄,1002
도박범죄,2015,1일이내,풍속범죄,3623
도박범죄,2015,2일이내,풍속범죄,74
도박범죄,2015,3일이내,풍속범죄,96
도박범죄,2015,10일이내,풍속범죄,512
도박범죄,2015,1개월이내,풍속범죄,615
도박범죄,2015,3개월이내,풍속범죄,597
도박범죄,2015,6개월이내,풍속범죄,620
도박범죄,2015,1년이내,풍속범죄,995
도박범죄,2015,1년초과,풍속범죄,1079
특별경제범죄,2015,1일이내,특별경제범죄,15419
특별경제범죄,2015,2일이내,특별경제범죄,253
특별경제범죄,2015,3일이내,특별경제범죄,246
특별경제범죄,2015,10일이내,특별경제범죄,2115
특별경제범죄,2015,1개월이내,특별경제범죄,5849
특별경제범죄,2015,3개월이내,특별경제범죄,13146
특별경제범죄,2015,6개월이내,특별경제범죄,8084
특별경제범죄,2015,1년이내,특별경제범죄,5110
특별경제범죄,2015,1년초과,특별경제범죄,7514
특별경제범죄,2015,미상,특별경제범죄,0
마약범죄,2015,1일이내,마약범죄,985
마약범죄,2015,2일이내,마약범죄,157
마약범죄,2015,3일이내,마약범죄,117
마약범죄,2015,10일이내,마약범죄,437
마약범죄,2015,1개월이내,마약범죄,813
마약범죄,2015,3개월이내,마약범죄,1315
마약범죄,2015,6개월이내,마약범죄,910
마약범죄,2015,1년이내,마약범죄,758
마약범죄,2015,1년초과,마약범죄,611
마약범죄,2015,미상,마약범죄,0
보건범죄,2015,1일이내,보건범죄,1582
보건범죄,2015,2일이내,보건범죄,151
보건범죄,2015,3일이내,보건범죄,187
보건범죄,2015,10일이내,보건범죄,1510
보건범죄,2015,1개월이내,보건범죄,3300
보건범죄,2015,3개월이내,보건범죄,3289
보건범죄,2015,6개월이내,보건범죄,1459
보건범죄,2015,1년이내,보건범죄,972
보건범죄,2015,1년초과,보건범죄,1854
보건범죄,2015,미상,보건범죄,0
환경범죄,2015,1일이내,환경범죄,200
환경범죄,2015,2일이내,환경범죄,23
환경범죄,2015,3일이내,환경범죄,10
환경범죄,2015,10일이내,환경범죄,220
환경범죄,2015,1개월이내,환경범죄,789
환경범죄,2015,3개월이내,환경범죄,786
환경범죄,2015,6개월이내,환경범죄,227
환경범죄,2015,1년이내,환경범죄,94
환경범죄,2015,1년초과,환경범죄,515
교통범죄,2015,1일이내,교통범죄,352863
교통범죄,2015,2일이내,교통범죄,18864
교통범죄,2015,3일이내,교통범죄,20004
교통범죄,2015,10일이내,교통범죄,70688
교통범죄,2015,1개월이내,교통범죄,48409
교통범죄,2015,3개월이내,교통범죄,18140
교통범죄,2015,6개월이내,교통범죄,2822
교통범죄,2015,1년이내,교통범죄,1482
교통범죄,2015,1년초과,교통범죄,2145
교통범죄,2015,미상,교통범죄,0
노동범죄,2015,1일이내,노동범죄,115
노동범죄,2015,2일이내,노동범죄,3
노동범죄,2015,3일이내,노동범죄,3
노동범죄,2015,10일이내,노동범죄,42
노동범죄,2015,1개월이내,노동범죄,130
노동범죄,2015,3개월이내,노동범죄,163
노동범죄,2015,6개월이내,노동범죄,131
노동범죄,2015,1년이내,노동범죄,172
노동범죄,2015,1년초과,노동범죄,359
안보범죄,2015,1일이내,안보범죄,10
안보범죄,2015,2일이내,안보범죄,0
안보범죄,2015,3일이내,안보범죄,0
안보범죄,2015,10일이내,안보범죄,6
안보범죄,2015,1개월이내,안보범죄,3
안보범죄,2015,3개월이내,안보범죄,13
안보범죄,2015,6개월이내,안보범죄,9
안보범죄,2015,1년이내,안보범죄,6
안보범죄,2015,1년초과,안보범죄,56
선거범죄,2015,1일이내,선거범죄,19
선거범죄,2015,2일이내,선거범죄,3
선거범죄,2015,3일이내,선거범죄,4
선거범죄,2015,10일이내,선거범죄,39
선거범죄,2015,1개월이내,선거범죄,139
선거범죄,2015,3개월이내,선거범죄,277
선거범죄,2015,6개월이내,선거범죄,152
선거범죄,2015,1년이내,선거범죄,79
선거범죄,2015,1년초과,선거범죄,25
병역범죄,2015,1일이내,병역범죄,44
병역범죄,2015,2일이내,병역범죄,22
병역범죄,2015,3일이내,병역범죄,33
병역범죄,2015,10일이내,병역범죄,264
병역범죄,2015,1개월이내,병역범죄,2787
병역범죄,2015,3개월이내,병역범죄,6507
병역범죄,2015,6개월이내,병역범죄,2831
병역범죄,2015,1년이내,병역범죄,2168
병역범죄,2015,1년초과,병역범죄,3718
병역범죄,2015,미상,병역범죄,0
기타범죄,2015,1일이내,기타범죄,46103
기타범죄,2015,2일이내,기타범죄,1568
기타범죄,2015,3일이내,기타범죄,1786
기타범죄,2015,10일이내,기타범죄,13075
기타범죄,2015,1개월이내,기타범죄,27121
기타범죄,2015,3개월이내,기타범죄,36226
기타범죄,2015,6개월이내,기타범죄,20405
기타범죄,2015,1년이내,기타범죄,17931
기타범죄,2015,1년초과,기타범죄,25889
기타범죄,2015,미상,기타범죄,0
살인기수,2016,1일이내,강력범죄,208
살인기수,2016,2일이내,강력범죄,16
살인기수,2016,3일이내,강력범죄,8
살인기수,2016,10일이내,강력범죄,28
살인기수,2016,1개월이내,강력범죄,23
살인기수,2016,3개월이내,강력범죄,30
살인기수,2016,6개월이내,강력범죄,8
살인기수,2016,1년이내,강력범죄,7
살인기수,2016,1년초과,강력범죄,20
살인미수등,2016,1일이내,강력범죄,432
살인미수등,2016,2일이내,강력범죄,11
살인미수등,2016,3일이내,강력범죄,9
살인미수등,2016,10일이내,강력범죄,33
살인미수등,2016,1개월이내,강력범죄,21
살인미수등,2016,3개월이내,강력범죄,20
살인미수등,2016,6개월이내,강력범죄,9
살인미수등,2016,1년이내,강력범죄,11
살인미수등,2016,1년초과,강력범죄,15
강도,2016,1일이내,강력범죄,445
강도,2016,2일이내,강력범죄,69
강도,2016,3일이내,강력범죄,40
강도,2016,10일이내,강력범죄,157
강도,2016,1개월이내,강력범죄,155
강도,2016,3개월이내,강력범죄,127
강도,2016,6개월이내,강력범죄,52
강도,2016,1년이내,강력범죄,24
강도,2016,1년초과,강력범죄,99
강도,2016,미상,강력범죄,0
강간·강제추행,2016,1일이내,강력범죄,0
강간·강제추행,2016,2일이내,강력범죄,0
강간·강제추행,2016,3일이내,강력범죄,0
강간·강제추행,2016,10일이내,강력범죄,0
강간·강제추행,2016,1개월이내,강력범죄,0
강간·강제추행,2016,3개월이내,강력범죄,0
강간·강제추행,2016,6개월이내,강력범죄,0
강간·강제추행,2016,1년이내,강력범죄,0
강간·강제추행,2016,1년초과,강력범죄,0
강간,2016,1일이내,강력범죄,1188
강간,2016,2일이내,강력범죄,89
강간,2016,3일이내,강력범죄,73
강간,2016,10일이내,강력범죄,520
강간,2016,1개월이내,강력범죄,1019
강간,2016,3개월이내,강력범죄,1019
강간,2016,6개월이내,강력범죄,397
강간,2016,1년이내,강력범죄,316
강간,2016,1년초과,강력범죄,476
유사강간,2016,1일이내,강력범죄,146
유사강간,2016,2일이내,강력범죄,10
유사강간,2016,3일이내,강력범죄,7
유사강간,2016,10일이내,강력범죄,60
유사강간,2016,1개월이내,강력범죄,135
유사강간,2016,3개월이내,강력범죄,100
